molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
CHEMBL3703246,0,0,1,0,0,1,0,1,369.275,3.782,490.377,209.798,64.501,96.147,119.930,891.234,2.000,4.750,0.0160527,0.0136987,0.9133342,29.789,9.212,15.636,9.421,2.928,-3.949,-5.137,-3.393,2422.336,0.282,5843.064,-4.336,9.141,0.388,1,0.117,3,100.000,0.000,0.000,50.822,4,0,17,4,13,6,21,0,0.002
CHEMBL3703247,0,0,1,0,0,3,0,-1,372.810,4.886,542.557,163.007,78.489,234.578,66.483,1003.576,3.000,7.250,0.0237907,0.0231448,0.8934826,34.323,11.064,20.078,14.051,2.424,-3.613,-4.586,-4.374,1784.801,-0.110,2140.348,-3.914,8.028,0.319,2,-0.086,3,100.000,0.000,0.000,83.460,7,0,23,4,19,6,26,0,0.011
CHEMBL3703249,1,0,1,0,0,4,0,-1,408.456,6.854,611.032,322.256,76.244,212.532,0.000,1162.860,3.000,8.000,0.0403985,0.0226771,0.8752246,39.845,11.797,22.238,14.545,2.813,-4.018,-4.747,-4.565,1874.474,-0.341,975.664,-3.855,7.736,0.126,4,0.113,3,100.000,0.000,0.000,89.370,8,0,26,8,18,9,30,0,0.005
CHEMBL3703250,0,0,1,0,0,3,0,0,342.437,5.052,555.539,416.580,64.770,74.189,0.000,1051.336,2.000,5.750,0.0242784,0.0146375,0.9000737,34.703,9.603,17.335,9.932,3.042,-3.906,-3.985,-3.503,2408.146,-0.150,1279.098,-4.226,8.828,-0.217,2,0.270,3,100.000,0.000,0.000,61.880,5,0,20,8,12,9,25,0,0.003
CHEMBL3703253,0,0,1,0,0,2,0,-1,352.392,3.912,539.602,216.588,124.284,198.731,0.000,1005.056,2.000,8.750,0.0152257,0.0229324,0.8992588,34.682,10.479,19.333,14.322,1.381,-3.025,-3.698,-4.110,656.625,-0.582,313.973,-4.981,9.006,0.772,3,-0.265,3,85.455,0.000,0.000,86.702,7,0,23,4,19,6,26,0,0.003
CHEMBL3703254,0,0,1,0,0,3,0,0,345.400,6.277,611.018,287.998,99.052,223.968,0.000,1091.375,2.000,5.250,0.0361005,0.0121512,0.8389967,37.735,11.084,18.513,10.826,3.374,-4.970,-4.838,-5.205,1139.172,-0.555,569.530,-4.331,8.772,0.499,3,0.412,3,100.000,0.000,0.000,65.968,5,0,22,3,19,6,26,0,0.000
CHEMBL3703255,0,0,1,0,0,3,0,0,361.399,5.978,591.780,270.006,98.769,223.004,0.000,1075.045,2.000,7.250,0.0332421,0.0173258,0.8576095,37.073,10.960,19.378,12.741,2.524,-4.076,-4.419,-4.900,1146.237,-0.513,573.348,-4.329,8.887,0.585,3,0.054,3,96.481,0.000,0.000,76.681,6,0,23,4,19,6,27,0,0.001
CHEMBL3703256,0,0,1,0,0,2,0,-1,368.453,3.748,562.680,209.761,118.639,193.917,40.363,1042.378,2.000,7.750,0.0134734,0.0194785,0.8835953,36.130,10.962,19.406,13.335,2.146,-3.816,-4.371,-4.340,742.758,-0.471,596.845,-4.893,9.055,0.789,3,-0.039,3,90.891,0.000,0.000,76.656,6,0,23,4,19,6,26,0,0.001
CHEMBL3703257,0,0,1,0,0,3,0,0,361.399,6.107,596.898,269.698,85.277,241.923,0.000,1078.651,2.000,6.750,0.0345720,0.0159926,0.8521553,37.398,11.019,19.186,12.297,2.848,-4.301,-4.603,-5.078,1538.922,-0.400,788.332,-4.014,8.805,0.532,2,0.140,3,100.000,0.000,0.000,74.446,6,0,23,4,19,6,27,0,0.002
CHEMBL3703258,0,0,1,0,0,2,0,0,347.416,6.325,591.851,320.290,96.289,175.272,0.000,1079.711,2.000,5.250,0.0370575,0.0125447,0.8599850,37.446,10.655,18.435,10.650,3.278,-4.809,-4.684,-4.633,1210.013,-0.425,607.906,-4.547,8.752,0.400,3,0.438,3,100.000,0.000,0.000,65.967,5,0,25,6,19,9,26,0,0.000
CHEMBL3703259,0,0,1,0,0,4,0,0,405.376,5.641,620.160,203.017,98.720,188.084,130.340,1122.671,2.000,5.250,0.0283478,0.0119721,0.8423571,38.003,10.283,19.076,10.426,4.028,-5.531,-6.034,-4.980,1147.471,-0.285,2971.144,-4.355,8.908,0.651,3,0.453,3,100.000,130.340,0.000,74.631,6,0,22,3,19,6,29,0,0.000
CHEMBL3703260,0,0,1,0,0,4,0,0,387.385,5.725,616.750,238.039,97.674,188.994,92.043,1108.672,2.000,6.000,0.0295595,0.0137581,0.8399588,37.452,10.395,19.097,11.142,3.513,-5.085,-5.392,-5.023,1173.959,-0.375,1878.660,-4.332,8.872,0.599,3,0.289,3,100.000,92.043,0.000,73.719,6,0,22,3,19,6,28,0,0.000
CHEMBL3703261,0,0,1,0,0,3,0,0,373.358,4.475,573.510,202.161,98.851,187.394,85.104,1040.792,2.000,5.250,0.0192430,0.0129459,0.8660313,35.362,9.862,17.890,10.515,3.363,-4.710,-5.393,-4.593,1144.189,-0.287,1674.088,-4.456,8.970,0.713,3,0.300,3,100.000,85.104,0.000,73.836,6,0,22,3,19,6,27,0,0.000
CHEMBL3703262,0,0,1,0,0,2,0,-1,346.388,5.413,572.514,179.284,130.989,262.242,0.000,1024.857,3.000,4.750,0.0285853,0.0143704,0.8586603,36.081,11.222,19.316,12.403,2.806,-4.485,-5.120,-5.070,567.199,-0.741,268.020,-4.880,8.372,0.298,1,0.306,3,92.664,0.000,0.000,80.330,6,0,25,3,22,6,26,0,0.000
CHEMBL3703263,0,0,1,0,0,2,0,-1,380.833,3.864,594.906,179.294,130.928,215.281,69.403,1067.266,3.000,4.750,0.0139915,0.0138295,0.8489827,37.330,11.755,19.802,12.162,3.269,-5.158,-5.799,-5.002,567.950,-0.598,644.139,-5.045,8.396,0.441,1,0.406,3,95.384,0.000,0.000,80.333,6,0,25,3,22,6,27,0,0.000
CHEMBL3703264,0,0,1,0,0,3,0,0,335.405,5.968,581.974,309.661,98.180,174.132,0.000,1058.495,2.000,5.250,0.0336439,0.0127577,0.8630864,35.944,10.472,17.840,10.411,3.135,-4.480,-4.642,-4.578,1161.060,-0.496,581.367,-4.490,8.752,0.389,3,0.343,3,100.000,0.000,0.000,65.956,5,0,22,3,19,6,25,0,0.000
CHEMBL3703265,0,0,1,0,0,5,0,0,437.393,6.945,660.874,212.305,106.337,189.172,153.061,1194.418,2.000,6.000,0.0403832,0.0128395,0.8237911,40.243,10.858,20.502,11.109,4.205,-5.933,-6.393,-5.285,971.645,-0.407,3306.092,-4.395,8.907,0.649,3,0.455,3,100.000,153.061,0.000,74.554,6,0,22,3,19,6,31,1,0.000
CHEMBL3703266,0,0,1,0,0,3,0,0,381.430,6.498,572.913,298.862,74.458,199.593,0.000,1094.993,2.000,7.500,0.0385569,0.0185135,0.8967758,37.647,10.930,19.765,12.617,2.726,-3.706,-4.715,-4.154,1949.027,-0.235,1017.674,-3.963,8.777,0.444,2,0.097,3,100.000,0.000,0.000,79.674,7,0,23,4,19,6,28,0,0.008
CHEMBL3703267,0,0,1,0,0,2,0,0,416.479,5.071,645.062,320.544,96.094,228.425,0.000,1211.250,2.000,7.250,0.0212307,0.0158947,0.8518947,43.217,12.218,21.423,13.108,3.374,-5.105,-5.422,-5.018,1215.184,-0.440,610.715,-4.356,8.578,0.651,1,0.430,3,100.000,0.000,0.000,78.884,7,0,29,8,21,9,31,0,0.000
CHEMBL3640021,0,0,1,0,0,2,0,0,416.479,4.399,643.393,321.223,93.967,228.203,0.000,1207.631,2.000,7.250,0.0160243,0.0159359,0.8524023,43.071,12.169,21.290,13.088,3.367,-5.078,-5.422,-5.009,1272.957,-0.419,642.157,-4.318,8.595,0.727,1,0.421,3,100.000,0.000,0.000,77.838,7,0,29,8,21,9,31,0,0.000
CHEMBL3703268,0,0,1,0,0,3,0,0,377.460,5.344,618.812,259.611,93.487,223.526,42.188,1119.554,2.000,6.250,0.0255108,0.0142836,0.8426286,38.859,11.610,19.504,11.803,3.365,-4.991,-5.103,-5.144,1286.363,-0.392,1105.764,-4.230,8.933,0.620,3,0.319,3,100.000,0.000,0.000,66.251,5,0,23,4,19,6,27,0,0.000
CHEMBL3703269,0,0,1,0,0,2,0,0,381.406,4.249,571.137,226.096,101.076,196.611,47.354,1061.289,2.000,7.250,0.0170103,0.0179520,0.8810097,36.912,10.428,19.410,12.764,2.596,-4.116,-4.553,-4.395,1089.924,-0.309,986.679,-4.560,9.014,0.742,2,0.084,3,96.510,47.354,0.000,74.902,6,0,26,8,18,9,28,0,0.001
CHEMBL3703270,0,0,1,0,0,2,0,0,381.406,3.912,576.930,230.452,97.357,211.416,37.706,1071.830,2.000,6.750,0.0142773,0.0165461,0.8779283,37.475,10.654,19.251,12.358,2.852,-4.305,-4.740,-4.515,1182.136,-0.307,953.781,-4.440,9.070,0.430,1,0.187,3,100.000,37.706,0.000,74.637,6,0,26,8,18,9,28,0,0.001
CHEMBL3703271,0,0,1,0,0,3,0,-1,393.441,5.388,583.505,310.568,92.695,180.242,0.000,1120.966,2.000,8.000,0.0258989,0.0193892,0.8943664,38.502,11.143,20.224,13.127,2.542,-3.732,-4.507,-4.101,1308.802,-0.390,661.724,-4.367,8.850,0.514,3,0.076,3,100.000,0.000,0.000,83.251,7,0,26,8,18,9,29,0,0.003
CHEMBL3703274,0,0,1,0,0,2,0,0,377.442,5.474,591.117,314.805,98.223,178.088,0.000,1112.432,2.000,7.250,0.0269319,0.0173452,0.8783634,38.782,11.039,19.932,12.650,2.720,-4.228,-4.476,-4.350,1159.978,-0.406,580.781,-4.573,8.828,0.463,3,0.206,3,100.000,0.000,0.000,74.896,6,0,26,8,18,9,28,0,0.001
CHEMBL3703275,0,0,1,0,0,2,0,-1,378.430,5.822,587.712,317.596,116.511,153.605,0.000,1098.969,2.000,8.250,0.0308441,0.0198520,0.8763090,38.009,10.868,20.294,13.585,2.101,-3.890,-4.123,-4.266,778.080,-0.569,377.190,-4.996,8.914,0.657,2,0.008,3,90.993,0.000,0.000,88.615,7,0,26,8,18,9,28,0,0.000
CHEMBL3954909,0,0,1,0,0,2,0,0,355.368,5.537,549.511,192.528,100.353,220.167,36.463,1003.310,2.000,6.250,0.0305623,0.0160849,0.8820209,34.817,10.131,18.285,11.879,2.613,-3.996,-4.669,-4.491,1107.272,-0.328,874.837,-4.464,9.228,0.550,1,0.102,3,96.732,36.463,0.000,75.245,6,0,23,4,19,6,26,0,0.001
CHEMBL3953424,0,0,1,0,0,2,0,-1,338.365,5.397,525.362,192.882,128.462,204.018,0.000,962.950,2.000,8.250,0.0302464,0.0222080,0.8976531,33.047,10.152,18.706,13.859,1.295,-2.944,-3.616,-4.161,599.364,-0.620,284.485,-5.039,9.307,0.997,3,-0.285,3,84.242,0.000,0.000,88.224,7,0,23,4,19,6,25,0,0.004
CHEMBL3703278,0,0,1,0,0,2,0,0,355.368,4.313,548.623,193.087,99.179,219.785,36.572,1001.708,2.000,6.750,0.0185680,0.0173998,0.8825075,34.749,10.106,18.362,12.359,2.426,-3.849,-4.486,-4.481,1136.011,-0.316,900.641,-4.444,9.158,0.425,1,0.021,3,95.833,36.572,0.000,75.514,6,0,23,4,19,6,26,0,0.002
CHEMBL3703279,0,0,1,0,0,2,0,-1,338.365,4.287,527.704,194.472,129.086,204.146,0.000,964.716,2.000,8.750,0.0190468,0.0234495,0.8947628,33.119,10.159,18.843,14.362,1.114,-2.851,-3.436,-4.208,591.260,-0.632,280.330,-5.050,9.057,0.784,3,-0.359,3,83.076,0.000,0.000,88.514,7,0,23,4,19,6,25,0,0.004
CHEMBL3951464,0,0,1,0,0,3,0,0,367.404,4.356,571.394,277.174,104.007,190.212,0.000,1059.806,2.000,7.500,0.0179018,0.0185627,0.8797927,36.150,10.693,19.021,12.750,2.283,-3.682,-4.443,-4.384,1022.345,-0.513,506.668,-4.541,9.104,0.753,3,-0.003,3,94.181,0.000,0.000,83.533,7,0,23,4,19,6,27,0,0.002
CHEMBL3703281,0,0,1,0,0,2,0,0,369.395,4.250,563.891,215.642,96.696,213.891,37.661,1044.179,2.000,6.750,0.0172942,0.0169287,0.8827138,36.392,10.432,18.919,12.339,2.696,-4.096,-4.759,-4.450,1199.321,-0.292,968.232,-4.419,9.078,0.429,1,0.123,3,100.000,37.661,0.000,73.688,6,0,23,4,19,6,27,0,0.001
CHEMBL3703282,0,0,1,0,0,3,0,-1,381.430,5.324,578.712,298.426,97.400,182.886,0.000,1096.830,2.000,8.000,0.0258468,0.0195498,0.8887828,37.561,10.961,19.893,13.166,2.362,-3.658,-4.528,-4.204,1181.015,-0.439,592.174,-4.445,8.818,0.515,3,0.013,3,95.765,0.000,0.000,81.803,7,0,23,4,19,6,28,0,0.003
CHEMBL3703283,0,0,1,0,0,3,0,-1,352.392,4.161,557.850,228.219,129.256,200.375,0.000,1024.556,2.000,8.750,0.0169000,0.0221822,0.8810583,34.836,10.624,19.355,14.190,1.442,-3.133,-3.698,-4.412,589.067,-0.727,279.206,-4.970,9.054,0.779,3,-0.283,3,84.971,0.000,0.000,87.659,7,0,23,4,19,6,26,0,0.003
CHEMBL3703284,0,0,1,0,0,2,0,-1,378.430,3.941,570.013,246.041,129.394,194.579,0.000,1070.025,2.000,8.750,0.0145143,0.0217089,0.8875837,37.242,11.024,20.227,14.401,1.710,-3.479,-4.172,-4.279,587.301,-0.652,278.302,-5.089,9.016,0.765,3,-0.129,3,86.517,0.000,0.000,87.348,7,0,27,4,23,10,28,0,0.001
CHEMBL3703285,0,0,1,0,0,4,0,-1,389.453,5.429,657.330,332.425,105.269,219.636,0.000,1193.434,2.000,7.250,0.0246961,0.0155980,0.8277778,41.136,12.048,20.607,12.699,3.171,-4.982,-4.965,-5.366,994.560,-0.702,491.801,-4.364,8.842,0.564,3,0.280,3,100.000,0.000,0.000,75.498,6,0,23,4,19,6,29,0,0.000
CHEMBL3703286,0,0,1,0,0,2,0,-1,364.403,3.696,557.119,236.564,122.810,197.745,0.000,1040.308,2.000,8.750,0.0131347,0.0222114,0.8912341,36.083,10.746,19.775,14.347,1.588,-3.285,-3.730,-4.235,678.101,-0.588,325.087,-4.957,9.032,0.776,3,-0.194,3,86.918,0.000,0.000,87.453,7,0,26,7,19,9,27,0,0.002
CHEMBL3703287,0,0,1,0,0,4,0,-1,380.446,4.096,610.428,282.115,129.377,198.935,0.000,1133.484,2.000,8.750,0.0148042,0.0202716,0.8612731,38.539,11.553,20.562,14.087,2.066,-3.775,-4.230,-4.725,587.509,-0.840,278.408,-4.882,9.054,0.780,3,-0.092,3,88.601,0.000,0.000,87.463,7,0,23,4,19,6,28,0,0.001
CHEMBL3703288,0,0,1,0,0,4,0,-1,366.419,4.150,590.222,260.751,129.154,200.316,0.000,1084.410,2.000,8.750,0.0158798,0.0209656,0.8648598,36.589,11.120,19.889,14.046,1.779,-3.462,-3.963,-4.674,590.380,-0.829,279.879,-4.873,9.054,0.781,3,-0.205,3,86.963,0.000,0.000,87.617,7,0,23,4,19,6,27,0,0.002
CHEMBL3703289,0,0,1,0,0,5,0,-1,403.480,5.454,689.693,364.832,105.234,219.628,0.000,1253.238,2.000,7.250,0.0237323,0.0148661,0.8150763,42.888,12.615,21.142,12.556,3.529,-5.360,-5.240,-5.572,995.338,-0.794,492.217,-4.268,8.843,0.570,3,0.380,3,100.000,0.000,0.000,75.459,6,0,23,4,19,6,30,0,0.000
CHEMBL3703290,0,0,1,0,0,4,0,0,418.418,5.158,632.314,196.607,124.451,192.405,118.851,1162.378,2.000,6.750,0.0228909,0.0150968,0.8455327,39.633,10.942,20.485,12.133,3.478,-5.238,-5.661,-4.949,654.232,-0.546,1400.377,-4.814,9.039,0.779,3,0.302,3,100.000,118.851,0.000,76.183,6,0,23,4,19,7,30,0,0.000
CHEMBL3703292,0,0,1,0,0,2,0,0,338.365,4.450,536.407,205.619,123.312,207.476,0.000,976.495,2.000,7.500,0.0202819,0.0197734,0.8873962,33.623,10.214,18.320,13.136,1.680,-3.303,-4.122,-4.343,670.710,-0.601,321.259,-4.932,8.984,0.724,4,-0.150,3,87.373,0.000,0.000,85.527,7,0,24,0,24,7,25,0,0.002
CHEMBL3703293,0,0,1,0,0,2,0,0,431.414,3.526,609.809,226.443,99.196,169.212,114.958,1143.333,2.000,7.250,0.0108722,0.0168135,0.8671344,39.934,10.487,20.650,12.682,3.320,-5.030,-5.539,-4.489,1135.609,-0.154,2419.849,-4.622,9.086,0.893,2,0.273,3,100.000,114.958,0.000,74.889,6,0,26,8,18,9,31,0,0.000
CHEMBL3703294,0,0,1,0,0,2,0,0,308.339,4.971,517.057,179.675,130.136,207.245,0.000,920.000,2.000,6.750,0.0268570,0.0184621,0.8847460,31.359,9.716,17.221,12.395,1.571,-3.198,-3.588,-4.385,577.851,-0.665,273.465,-5.058,8.961,0.702,3,-0.171,3,85.576,0.000,0.000,78.912,6,0,22,3,19,6,23,0,0.002
CHEMBL3703295,0,0,1,0,0,2,0,0,322.366,4.993,529.124,197.054,126.651,205.419,0.000,959.026,2.000,6.750,0.0259929,0.0180410,0.8888495,32.904,10.068,17.753,12.388,1.829,-3.384,-3.788,-4.310,623.545,-0.626,296.911,-5.001,8.959,0.700,3,-0.075,3,87.678,0.000,0.000,77.601,6,0,23,4,19,7,24,0,0.001
CHEMBL3703296,0,0,1,0,0,2,0,0,326.329,7.164,531.557,180.018,130.773,184.120,36.646,942.541,2.000,6.750,0.0544513,0.0179585,0.8746123,32.041,9.485,17.962,12.290,1.804,-3.582,-3.928,-4.439,569.876,-0.607,427.683,-5.152,9.300,0.403,3,-0.127,3,86.833,36.646,0.000,78.947,6,0,22,3,19,6,24,0,0.001
CHEMBL3703297,0,0,1,0,0,2,0,0,325.342,6.055,537.067,173.226,104.519,223.005,36.317,957.136,2.000,4.750,0.0383007,0.0125078,0.8745518,32.996,9.715,16.930,10.419,2.858,-4.187,-4.623,-4.625,1010.997,-0.379,791.461,-4.531,9.004,0.378,1,0.214,3,100.000,36.317,0.000,66.928,5,0,22,3,19,6,24,0,0.001
CHEMBL3703298,0,0,1,0,0,2,0,0,359.787,5.068,561.353,173.246,104.519,175.190,108.398,1001.557,2.000,4.750,0.0256478,0.0119666,0.8624080,34.317,10.259,17.475,10.177,3.342,-4.908,-5.306,-4.594,1010.978,-0.228,1964.616,-4.699,9.060,0.605,1,0.319,3,100.000,36.317,0.000,66.935,5,0,22,3,19,6,25,0,0.000
CHEMBL3703299,0,0,1,0,0,3,0,0,337.377,6.512,546.433,263.041,93.433,189.960,0.000,1011.616,2.000,6.000,0.0419161,0.0155285,0.8918772,34.219,10.225,17.831,11.139,2.638,-3.691,-4.410,-4.187,1287.874,-0.400,650.295,-4.347,8.776,0.440,3,0.126,3,100.000,0.000,0.000,74.298,6,0,22,3,19,6,25,0,0.003
CHEMBL3703300,0,0,1,0,0,4,0,0,351.404,6.838,596.757,308.065,99.029,189.663,0.000,1080.534,2.000,6.000,0.0432774,0.0142190,0.8533490,36.332,10.767,18.483,11.076,2.990,-4.351,-4.683,-4.809,1139.756,-0.584,569.845,-4.355,8.740,0.436,3,0.227,3,100.000,0.000,0.000,74.726,6,0,22,3,19,6,26,0,0.001
CHEMBL3703301,0,0,1,0,0,2,0,0,341.796,4.892,549.407,179.553,101.604,196.231,72.018,979.168,2.000,5.250,0.0244417,0.0135139,0.8679791,33.622,10.430,17.335,10.752,2.927,-4.416,-4.767,-4.604,1077.436,-0.279,1330.079,-4.571,8.867,0.582,2,0.188,3,100.000,0.000,0.000,65.942,5,0,22,3,19,6,24,0,0.000
CHEMBL3703304,0,0,1,0,0,3,0,0,363.390,6.550,626.991,287.472,102.062,200.775,36.683,1113.132,2.000,5.250,0.0385390,0.0118417,0.8284532,38.385,10.898,18.900,10.740,3.595,-5.402,-5.194,-5.265,1066.719,-0.519,842.593,-4.468,9.202,0.339,3,0.462,3,100.000,36.683,0.000,65.962,5,0,22,3,19,6,27,0,0.000
CHEMBL3703307,0,0,1,0,0,3,0,-1,388.425,4.409,567.697,228.428,123.755,215.513,0.000,1095.780,2.000,8.250,0.0177429,0.0205519,0.9054501,37.831,11.432,20.247,13.787,2.134,-4.418,-5.316,-4.090,664.251,-0.624,317.916,-4.816,9.035,0.916,1,-0.013,3,89.955,0.000,0.000,99.462,7,0,26,8,18,9,29,0,0.000
CHEMBL3703308,0,0,1,0,0,2,0,0,395.432,4.215,604.420,317.766,94.172,154.919,37.563,1131.735,2.000,6.750,0.0156974,0.0157936,0.8689394,39.333,10.752,19.806,12.018,3.165,-4.750,-5.016,-4.391,1267.257,-0.296,1026.376,-4.580,9.053,0.387,2,0.328,3,100.000,37.563,0.000,74.096,6,0,26,8,18,9,29,0,0.000
CHEMBL3703309,0,0,1,0,0,2,0,-1,378.430,4.551,563.806,288.383,107.493,167.931,0.000,1078.714,2.000,8.250,0.0192016,0.0206937,0.9022068,37.336,10.818,19.952,13.564,2.086,-3.521,-4.123,-3.915,947.429,-0.437,466.659,-4.780,9.059,0.593,3,-0.014,3,92.433,0.000,0.000,86.275,7,0,26,8,18,9,28,0,0.002
CHEMBL3703310,0,0,1,0,0,2,0,0,413.423,3.790,605.077,249.732,99.749,172.013,83.582,1131.638,2.000,7.250,0.0126959,0.0169450,0.8679466,39.493,10.610,20.371,12.682,3.129,-4.817,-5.182,-4.489,1121.966,-0.235,1607.804,-4.623,8.994,0.749,3,0.244,3,100.000,83.582,0.000,74.900,6,0,26,8,18,9,30,0,0.000
CHEMBL3650819,0,0,1,0,0,1,0,1,359.170,3.929,466.345,142.746,67.815,109.353,146.432,829.467,2.000,3.750,0.0186153,0.0113720,0.9154972,27.443,8.013,14.466,8.500,3.002,-3.900,-5.237,-3.421,2253.279,0.323,7548.387,-4.351,9.172,0.182,1,0.104,3,100.000,69.114,0.000,51.166,4,0,17,4,13,7,21,0,0.002
CHEMBL3650820,0,0,1,0,0,3,0,-1,430.260,9.921,617.013,180.254,159.928,198.444,78.387,1090.300,3.000,8.250,0.0902795,0.0231590,0.8302992,37.449,12.090,22.846,15.527,1.943,-4.553,-5.330,-5.224,301.508,-0.972,363.862,-5.542,8.427,1.173,3,-0.101,3,82.695,0.000,0.000,112.708,8,0,22,3,19,6,27,0,0.000
CHEMBL3650821,0,0,1,0,0,3,0,-1,474.313,9.188,644.305,216.647,157.059,192.211,78.387,1179.020,3.000,10.250,0.0716046,0.0275545,0.8376985,40.940,12.868,24.924,17.501,1.755,-4.463,-5.442,-5.075,321.000,-0.917,389.355,-5.512,8.499,1.217,3,-0.188,3,82.083,0.000,0.000,120.534,9,0,23,4,19,6,30,0,0.000
CHEMBL3650822,0,0,1,0,0,4,0,-2,389.413,9.320,651.117,246.969,206.953,197.195,0.000,1172.255,3.000,8.750,0.0741061,0.0232761,0.8257606,40.074,12.636,23.630,16.165,1.613,-5.445,-5.371,-5.292,107.986,-1.701,44.621,-6.318,8.603,1.267,3,-0.034,3,72.784,0.000,0.000,123.783,8,0,22,3,19,6,29,0,0.000
CHEMBL3650823,0,0,1,0,0,4,0,-2,409.831,8.411,647.606,178.864,208.676,203.992,56.074,1160.745,3.000,8.750,0.0609491,0.0234023,0.8247933,39.679,12.982,23.602,16.234,1.754,-5.636,-5.757,-5.340,103.999,-1.585,86.906,-6.325,8.604,1.474,2,-0.062,2,73.314,0.000,0.000,124.832,8,0,22,3,19,6,29,0,0.000
CHEMBL3650824,0,0,1,0,0,4,0,-2,381.390,8.130,623.541,275.413,149.573,198.554,0.000,1121.667,3.000,8.250,0.0589235,0.0229166,0.8372905,38.063,11.772,22.193,15.225,1.909,-4.148,-4.397,-5.112,378.004,-1.100,172.852,-5.255,8.426,0.900,4,-0.063,3,84.257,0.000,0.000,119.415,9,0,22,3,19,6,28,0,0.000
CHEMBL3650825,0,0,1,0,0,3,0,-1,398.848,9.520,636.161,246.952,134.787,182.365,72.057,1150.491,3.000,7.250,0.0787777,0.0197393,0.8346801,39.704,12.329,22.791,14.306,2.802,-5.070,-5.085,-5.077,522.052,-0.730,608.079,-5.136,8.484,0.785,3,0.193,3,91.992,0.000,0.000,97.984,7,0,22,3,19,6,28,0,0.000
CHEMBL3650826,0,0,1,0,0,3,0,-1,442.901,10.304,655.299,280.976,127.756,174.506,72.061,1227.692,3.000,9.250,0.0864741,0.0244491,0.8461592,42.718,12.941,25.056,16.221,2.580,-4.857,-5.208,-4.854,608.678,-0.630,717.871,-5.034,8.516,0.847,3,0.086,3,91.886,0.000,0.000,105.304,8,0,23,4,19,6,31,0,0.000
CHEMBL3650827,0,0,1,0,0,4,0,-2,375.386,5.884,627.815,178.878,209.075,239.861,0.000,1121.288,3.000,8.750,0.0308789,0.0241400,0.8314032,38.442,12.473,22.551,16.414,1.354,-5.090,-5.109,-5.404,103.096,-1.694,42.441,-6.206,8.524,1.384,2,-0.145,3,70.907,0.000,0.000,126.053,8,0,22,3,19,6,28,0,0.000
CHEMBL3650828,0,0,1,0,0,4,0,-2,419.439,4.376,657.647,216.640,206.593,234.414,0.000,1202.268,3.000,10.750,0.0159308,0.0283124,0.8314569,41.631,13.176,24.548,18.402,1.104,-5.025,-5.215,-5.377,108.837,-1.670,45.001,-6.180,8.585,1.428,2,-0.264,3,69.866,0.000,0.000,133.866,9,0,23,4,19,6,31,0,0.000
CHEMBL3650830,0,0,1,0,0,2,0,0,372.401,4.913,584.510,127.666,119.955,299.660,37.229,1087.587,2.000,5.750,0.0221962,0.0139120,0.8750153,38.949,11.573,19.585,12.145,3.270,-4.707,-5.493,-4.983,721.724,-0.510,556.171,-4.545,8.946,0.779,3,0.386,3,100.000,37.229,0.000,68.153,5,0,26,3,23,5,28,0,0.000
CHEMBL3650831,0,0,1,0,0,4,0,-1,414.463,3.861,635.534,116.181,134.105,385.248,0.000,1193.998,2.000,8.750,0.0124843,0.0194708,0.8564375,42.741,13.441,22.332,15.447,2.610,-4.171,-5.246,-5.692,529.885,-0.897,249.014,-4.313,9.050,0.791,4,0.049,3,90.988,0.000,0.000,88.910,7,0,29,4,25,6,31,0,0.001
CHEMBL3650833,0,0,1,0,0,4,0,-1,378.430,4.096,598.333,273.752,129.317,195.265,0.000,1110.764,2.000,8.750,0.0151050,0.0206814,0.8669015,37.595,11.333,20.240,14.032,1.932,-3.587,-3.997,-4.617,588.282,-0.825,278.804,-4.894,9.046,0.774,3,-0.140,3,87.827,0.000,0.000,86.667,7,0,26,7,19,9,28,0,0.001
CHEMBL3650834,0,0,1,0,0,5,0,-1,415.491,5.490,701.090,377.097,105.324,218.669,0.000,1282.102,2.000,7.250,0.0235064,0.0146244,0.8140911,44.033,12.879,21.545,12.578,3.705,-5.551,-5.283,-5.583,993.383,-0.797,491.172,-4.273,8.843,0.564,3,0.453,3,100.000,0.000,0.000,75.187,6,0,26,7,19,9,31,0,0.000
CHEMBL3650835,0,0,0,0,0,2,0,0,358.347,7.080,549.164,169.154,123.517,212.297,44.196,984.426,2.000,6.250,0.0509146,0.0160951,0.8714682,33.986,9.968,18.375,11.985,2.350,-4.024,-4.722,-4.624,667.706,-0.533,558.279,-2.856,8.882,0.613,3,0.048,3,91.262,44.196,0.000,75.509,6,0,23,3,20,7,26,0,0.047
